-5.000000000000000000e+00,-5.000000000000000000e+00,-9.500000000000000000e+00,-4.500000000000000000e+00
-9.500000000000000000e+00,-4.500000000000000000e+00,-1.305000000000000071e+01,-4.049999999999999822e+00
-1.305000000000000071e+01,-4.049999999999999822e+00,-1.579500000000000171e+01,-3.645000000000000018e+00
-1.579500000000000171e+01,-3.645000000000000018e+00,-1.786050000000000182e+01,-3.280499999999999972e+00
-1.786050000000000182e+01,-3.280499999999999972e+00,-1.935495000000000232e+01,-2.952450000000000241e+00
-1.935495000000000232e+01,-2.952450000000000241e+00,-2.037190500000000171e+01,-2.657205000000000261e+00
-2.037190500000000171e+01,-2.657205000000000261e+00,-2.099191950000000162e+01,-2.391484500000000235e+00
-2.099191950000000162e+01,-2.391484500000000235e+00,-2.128421205000000427e+01,-2.152336050000000167e+00
-2.128421205000000427e+01,-2.152336050000000167e+00,-2.130812689500000445e+01,-1.937102445000000284e+00
-2.130812689500000445e+01,-1.937102445000000284e+00,-2.111441665050000438e+01,-1.743392200500000211e+00
-2.111441665050000438e+01,-1.743392200500000211e+00,-2.074636718595000673e+01,-1.569052980450000190e+00
-2.074636718595000673e+01,-1.569052980450000190e+00,-2.024078344780500771e+01,-1.412147682405000104e+00
-2.024078344780500771e+01,-1.412147682405000104e+00,-1.962885278542950829e+01,-1.270932914164500049e+00
-1.962885278542950829e+01,-1.270932914164500049e+00,-1.893690042105106031e+01,-1.143839622748050067e+00
-1.893690042105106031e+01,-1.143839622748050067e+00,-1.818705000169400421e+01,-1.029455660473244993e+00
-1.818705000169400421e+01,-1.029455660473244993e+00,-1.739780066199785225e+01,-9.265100944259204718e-01
-1.739780066199785225e+01,-9.265100944259204718e-01,-1.658453069022398907e+01,-8.338590849833283913e-01
-1.658453069022398907e+01,-8.338590849833283913e-01,-1.575993670618492004e+01,-7.504731764849955633e-01
-1.575993670618492004e+01,-7.504731764849955633e-01,-1.493441621205142411e+01,-6.754258588364959737e-01
-1.493441621205142411e+01,-6.754258588364959737e-01,-1.411640044968277863e+01,-6.078832729528463874e-01
-1.411640044968277863e+01,-6.078832729528463874e-01,-1.331264367766734757e+01,-5.470949456575617820e-01
-1.331264367766734757e+01,-5.470949456575617820e-01,-1.252847425555817473e+01,-4.923854510918055927e-01
-1.252847425555817473e+01,-4.923854510918055927e-01,-1.176801228109416364e+01,-4.431469059826250168e-01
-1.176801228109416364e+01,-4.431469059826250168e-01,-1.103435795896737126e+01,-3.988322153843625317e-01
-1.103435795896737126e+01,-3.988322153843625317e-01,-1.032975437845499833e+01,-3.589489938459262675e-01
-1.032975437845499833e+01,-3.589489938459262675e-01,-9.655727934455425654e+00,-3.230540944613336518e-01
-9.655727934455425654e+00,-3.230540944613336518e-01,-9.013209235471217440e+00,-2.907486850152002922e-01
-9.013209235471217440e+00,-2.907486850152002922e-01,-8.402636996939296665e+00,-2.616738165136802685e-01
-8.402636996939296665e+00,-2.616738165136802685e-01,-7.824047113759046823e+00,-2.355064348623122361e-01
-7.824047113759046823e+00,-2.355064348623122361e-01,-7.277148837245454693e+00,-2.119557913760810042e-01
-7.277148837245454693e+00,-2.119557913760810042e-01,-6.761389744896989740e+00,-1.907602122384729204e-01
-6.761389744896989740e+00,-1.907602122384729204e-01,-6.276010982645764180e+00,-1.716841910146256200e-01
-6.276010982645764180e+00,-1.716841910146256200e-01,-5.820094075395813249e+00,-1.545157719131630691e-01
-5.820094075395813249e+00,-1.545157719131630691e-01,-5.392600439769394960e+00,-1.390641947218467789e-01
-5.392600439769394960e+00,-1.390641947218467789e-01,-4.992404590514302853e+00,-1.251577752496620954e-01
-4.992404590514302853e+00,-1.251577752496620954e-01,-4.618321906712535174e+00,-1.126419977246958942e-01
-4.618321906712535174e+00,-1.126419977246958942e-01,-4.269131713765977665e+00,-1.013777979522263034e-01
-4.269131713765977665e+00,-1.013777979522263034e-01,-3.943596340341606332e+00,-9.124001815700368001e-02
-3.943596340341606332e+00,-9.124001815700368001e-02,-3.640476724464449809e+00,-8.211601634130331895e-02
